Rk,Player,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals Against,Goals Against p90,Shots On Target Against,Saves,Save %,Wins,Draws,Losses,Clean Sheets,Clean Sheet %,PK Against,PK Goals Against,PK Saved,PK Missed,PK Save %,Goals Against,PK Goals Against,Free Kick Goals Against,Corner Kick Goals Against,Own Goals,PSxG Faced,PSxG Per SoT,PSxG Saved,PSxG Saved Per 90,Launched Passes Completed,Launched Passes Attempted,Launched Pass Completion %,Passes Attempted,Throws Attempted,Pass Launch %,Avg Pass Length,Goals Kicks Attempted,GK Launch %,Avg GK Length,Crosses Faced,Crosses Stopped,Cross Stopping %,Def Outside Pen Area,Def Outside Pen Area p90,Avg Def Act Distance,Poss
1,Antonio Adan,es ESP,GK,Atletico Madrid,es La Liga,32,1987,1.0,0.0,83.33333333333334,0.3,0.0,0.0,3.3333333333333335,3.3333333333333335,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,3.3333333333333335,10.0,33.3,16.666666666666668,3.3333333333333335,40.0,30.2,3.3333333333333335,100.0,65.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.9301141096835712
2,Adrian,es ESP,GK,Liverpool,eng Premier League,32,1987,11.0,0.9278350515463918,90.20618556701032,9.7,1.0309278350515465,1.03,2.7835051546391756,1.752577319587629,63.0,0.9278350515463918,0.0,0.0,0.2061855670103093,22.2,0.0,0.0,0.0,0.0,0.0,1.0309278350515465,0.0,0.10309278350515465,0.10309278350515465,0.0,0.7731958762886598,0.28,-0.2577319587628866,-0.26,3.711340206185567,10.20618556701031,36.4,24.84536082474227,5.257731958762887,33.2,33.0,7.216494845360825,27.1,29.2,13.09278350515464,0.7216494845360826,5.5,1.4432989690721651,1.44,15.3,1.568294378354971
3,Runar Alex Runarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,11.0,0.9,90.0,10.0,1.7,1.7,4.7,3.1,63.8,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.3,0.1,1.1300000000000001,0.24,-0.47000000000000003,-0.47,5.0,12.1,41.3,24.8,5.6,30.6,31.3,8.1,55.6,43.9,16.3,0.9,5.5,0.9,0.9,14.0,0.82676484216534
4,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,4.0,1.2903225806451613,90.0,3.1,1.2903225806451613,1.29,3.5483870967741935,2.258064516129032,63.6,0.3225806451612903,0.0,0.9677419354838709,0.3225806451612903,25.0,0.0,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,0.0,0.8387096774193549,0.23,-0.4516129032258064,-0.47,2.5806451612903225,8.709677419354838,29.6,18.064516129032256,2.903225806451613,35.7,33.3,7.741935483870967,29.2,29.0,17.419354838709676,0.0,0.0,1.2903225806451613,1.29,12.9,0.5618006851672322
5,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,29.0,1.0247349823321554,89.85865724381625,28.3,0.8127208480565371,0.81,2.8268551236749118,2.049469964664311,72.5,0.8127208480565371,0.10600706713780919,0.10600706713780919,0.45936395759717313,44.8,0.0353356890459364,0.0353356890459364,0.0,0.0,0.0,0.8127208480565371,0.0353356890459364,0.0,0.0353356890459364,0.0353356890459364,0.696113074204947,0.24,-0.0812720848056537,-0.08,3.0035335689045937,6.678445229681978,45.0,27.491166077738516,4.946996466431095,18.4,27.4,5.901060070671378,27.5,30.9,10.565371024734983,0.35335689045936397,3.3,2.2261484098939928,2.23,19.2,1.568294378354971
6,Sergio Alvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,4.0,2.0,90.0,2.0,0.5,0.5,1.5,1.0,66.7,0.5,0.5,0.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.34,0.0,0.01,2.5,9.0,27.8,17.5,3.0,25.7,30.1,9.5,47.4,38.8,18.5,0.0,0.0,0.5,0.5,16.0,1.0847958815487022
7,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,6.0,0.847457627118644,90.0,5.9,2.711864406779661,2.71,7.4576271186440675,4.745762711864407,63.6,0.0,0.1694915254237288,0.6779661016949152,0.0,0.0,0.1694915254237288,0.0,0.0,0.1694915254237288,0.0,2.711864406779661,0.0,0.1694915254237288,0.1694915254237288,0.0,2.169491525423729,0.29,-0.5423728813559322,-0.54,4.067796610169491,10.169491525423728,40.0,16.271186440677965,7.627118644067796,28.1,31.8,11.1864406779661,50.0,40.8,16.610169491525422,0.5084745762711864,3.1,0.1694915254237288,0.17,10.1,0.5618006851672322
8,Miguel Angel Moya,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,1.0,90.0,13.0,1.2307692307692308,1.23,3.923076923076923,2.769230769230769,68.6,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.23076923076923078,23.1,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,1.2307692307692308,0.0,0.0,0.07692307692307693,0.07692307692307693,1.1846153846153846,0.3,0.03076923076923077,0.03,6.230769230769231,12.153846153846153,51.3,27.76923076923077,4.384615384615385,24.7,30.3,7.6923076923076925,69.0,44.3,11.538461538461538,0.5384615384615384,4.7,1.7692307692307692,1.77,17.7,1.3004370971476544
9,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,1.0,90.0,4.0,1.25,1.25,3.5,2.25,78.6,0.75,0.25,0.0,0.25,25.0,0.5,0.5,0.0,0.0,0.0,1.25,0.5,0.0,0.25,0.0,1.025,0.15,-0.225,-0.22,3.5,8.0,43.8,26.25,6.75,17.1,26.9,7.25,48.3,41.4,14.25,0.5,3.5,1.0,1.0,14.2,1.413644442187135
10,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,1.0,90.0,3.0,0.6666666666666666,0.67,1.0,0.3333333333333333,33.3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,66.7,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4666666666666666,0.46,-0.19999999999999998,-0.21,0.6666666666666666,0.6666666666666666,100.0,16.0,3.0,0.0,17.5,3.0,22.2,25.7,7.666666666666667,0.3333333333333333,4.3,2.0,2.0,18.5,1.6410769611853466
