Rk,Player,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals Against,Goals Against p90,Shots On Target Against,Saves,Save %,Wins,Draws,Losses,Clean Sheets,Clean Sheet %,PK Against,PK Goals Against,PK Saved,PK Missed,PK Save %,Goals Against,PK Goals Against,Free Kick Goals Against,Corner Kick Goals Against,Own Goals,PSxG Faced,PSxG Per SoT,PSxG Saved,PSxG Saved Per 90,Launched Passes Completed,Launched Passes Attempted,Launched Pass Completion %,Passes Attempted,Throws Attempted,Pass Launch %,Avg Pass Length,Goals Kicks Attempted,GK Launch %,Avg GK Length,Crosses Faced,Crosses Stopped,Cross Stopping %,Def Outside Pen Area,Def Outside Pen Area p90,Avg Def Act Distance,Poss
21,Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,12.0,1.0,90.0,12.0,0.75,0.75,3.5,2.75,81.0,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.3333333333333333,33.3,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.75,0.08333333333333333,0.0,0.08333333333333333,0.0,0.9166666666666666,0.24,0.16666666666666666,0.17,6.25,18.75,33.3,24.0,3.5,51.7,39.6,8.416666666666666,75.2,52.5,17.75,0.3333333333333333,1.9,0.5,0.5,12.1,1.0299910032388202
22,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,15.0,1.0,90.0,15.0,1.5333333333333334,1.53,3.933333333333333,2.466666666666667,69.5,0.26666666666666666,0.3333333333333333,0.4,0.06666666666666667,6.7,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.5333333333333334,0.3333333333333333,0.0,0.2,0.06666666666666667,1.34,0.26,-0.12666666666666665,-0.13,3.6666666666666665,8.6,42.6,33.53333333333333,5.733333333333333,20.3,27.6,6.066666666666666,29.7,33.5,13.533333333333333,0.8,5.9,1.0,1.0,15.2,1.0099996666799997
23,Marcin Bulka,pl POL,GK,Nice,fr Ligue 1,22,1999,2.0,1.0,90.0,2.0,1.0,1.0,3.0,2.0,66.7,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.55,0.52,0.55,0.56,4.0,10.0,40.0,24.5,5.5,20.4,28.1,9.0,55.6,44.2,13.0,1.0,7.7,1.5,1.5,13.8,1.0748596906874992
24,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10.0,1.0,90.0,10.0,1.8,1.8,4.3,2.5,62.8,0.2,0.2,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.8,0.2,0.2,0.1,0.0,1.67,0.35,-0.13,-0.13,2.3,6.4,35.9,27.8,5.1,17.6,28.7,6.2,24.2,30.3,12.0,0.6,5.0,2.1,2.1,16.9,1.0649086127746374
25,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27.0,1.0,90.0,27.0,1.7407407407407407,1.74,5.666666666666667,3.962962962962963,70.6,0.14814814814814814,0.3333333333333333,0.5185185185185185,0.14814814814814814,14.8,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,1.7407407407407407,0.07407407407407407,0.1111111111111111,0.25925925925925924,0.037037037037037035,1.637037037037037,0.28,-0.06666666666666667,-0.07,5.814814814814815,19.37037037037037,30.0,27.59259259259259,5.0,52.2,41.4,7.518518518518518,66.0,53.1,14.88888888888889,1.0740740740740742,7.2,1.0740740740740742,1.07,14.1,0.6243373388343193
26,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23,1999,2.0,0.6666666666666666,90.66666666666667,1.5,2.0,1.99,5.333333333333333,3.3333333333333335,62.5,0.0,0.0,0.6666666666666666,0.6666666666666666,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.24,-0.7333333333333334,-0.7,9.333333333333334,28.666666666666668,32.6,25.333333333333332,2.6666666666666665,78.9,49.4,9.333333333333334,92.9,61.4,25.333333333333332,1.3333333333333333,5.3,0.0,0.0,8.3,0.7930335002705472
27,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34.0,1.0,90.0,34.0,1.411764705882353,1.41,4.323529411764706,2.9705882352941178,70.1,0.38235294117647056,0.29411764705882354,0.3235294117647059,0.35294117647058826,35.3,0.20588235294117646,0.11764705882352941,0.029411764705882353,0.058823529411764705,20.0,1.411764705882353,0.11764705882352941,0.0,0.14705882352941177,0.08823529411764706,1.2911764705882351,0.27,-0.03235294117647059,-0.03,7.5588235294117645,17.294117647058822,43.7,39.0,5.382352941176471,33.3,33.7,7.588235294117647,57.0,47.5,14.382352941176471,0.8529411764705882,5.9,1.5,1.5,16.5,1.0299910032388202
28,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23,1999,5.0,1.0,90.0,5.0,0.6,0.6,2.2,1.6,81.8,0.8,0.2,0.0,0.4,40.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.6799999999999999,0.22,0.08,0.09,4.8,14.0,34.3,33.4,5.4,34.7,33.3,5.6,42.9,38.1,5.8,0.2,3.4,0.6,0.6,13.8,1.2958816041613006
29,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32.0,1.0,90.0,32.0,0.96875,0.97,3.28125,2.375,72.4,0.5,0.28125,0.21875,0.3125,31.3,0.09375,0.0625,0.03125,0.0,33.3,0.96875,0.0625,0.0625,0.03125,0.09375,0.953125,0.27,0.078125,0.08,2.375,8.8125,27.0,28.21875,3.78125,26.2,29.4,3.28125,42.9,37.2,9.90625,0.6875,6.9,0.78125,0.78,13.5,1.481549798364308
30,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33.0,1.0,90.0,33.0,2.0606060606060606,2.06,4.9393939393939394,2.8484848484848486,61.3,0.18181818181818182,0.24242424242424243,0.5757575757575758,0.09090909090909091,9.1,0.18181818181818182,0.15151515151515152,0.030303030303030304,0.0,16.7,2.0606060606060606,0.15151515151515152,0.12121212121212122,0.24242424242424243,0.0,1.7545454545454544,0.33,-0.30606060606060603,-0.31,6.181818181818182,17.757575757575758,34.8,29.606060606060606,5.03030303030303,42.5,35.9,7.121212121212121,72.8,54.3,14.727272727272727,1.0,6.8,2.121212121212121,2.12,18.8,0.6200510377447751
