Rk,Player,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals Against,Goals Against p90,Shots On Target Against,Saves,Save %,Wins,Draws,Losses,Clean Sheets,Clean Sheet %,PK Against,PK Goals Against,PK Saved,PK Missed,PK Save %,Goals Against,PK Goals Against,Free Kick Goals Against,Corner Kick Goals Against,Own Goals,PSxG Faced,PSxG Per SoT,PSxG Saved,PSxG Saved Per 90,Launched Passes Completed,Launched Passes Attempted,Launched Pass Completion %,Passes Attempted,Throws Attempted,Pass Launch %,Avg Pass Length,Goals Kicks Attempted,GK Launch %,Avg GK Length,Crosses Faced,Crosses Stopped,Cross Stopping %,Def Outside Pen Area,Def Outside Pen Area p90,Avg Def Act Distance,Poss
11,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34,1990,28.0,1.0,90.0,28.0,1.8928571428571428,1.89,4.928571428571429,3.0,63.0,0.21428571428571427,0.2857142857142857,0.5,0.14285714285714285,14.3,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.0,60.0,1.8928571428571428,0.07142857142857142,0.03571428571428571,0.25,0.07142857142857142,1.8607142857142858,0.36,0.03928571428571429,0.04,6.357142857142857,17.071428571428573,37.2,32.964285714285715,4.321428571428571,41.6,36.5,4.857142857142857,69.1,50.8,14.535714285714286,0.6428571428571429,4.4,1.1071428571428572,1.11,14.5,0.9350913872253627
12,Altay Bayindir,tr TUR,GK,Manchester Utd,eng Premier League,26,1998,4.0,1.0,90.0,4.0,2.5,2.5,4.25,2.0,41.2,0.25,0.0,0.75,0.25,25.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.25,2.525,0.59,0.275,0.27,3.25,15.5,21.0,32.0,3.0,34.4,34.1,6.0,75.0,53.8,14.0,1.0,7.1,1.75,1.75,12.0,1.1732351578346603
13,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31,1993,2.0,1.0,90.0,2.0,2.0,2.0,6.0,4.0,66.7,0.5,0.0,0.5,0.5,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,1.95,0.33,-0.05,-0.04,3.5,10.5,33.3,26.0,3.0,25.0,28.1,6.5,61.5,46.4,12.5,0.0,0.0,1.5,1.5,16.4,0.9052847637138215
14,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26,1998,4.0,1.0,90.0,4.0,2.75,2.75,5.25,2.5,57.1,0.25,0.0,0.75,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.75,0.5,0.0,0.0,0.0,2.2,0.35,-0.55,-0.54,5.0,11.75,42.6,21.5,4.75,38.4,34.5,6.75,51.9,43.6,13.75,2.0,14.5,0.75,0.75,13.3,0.7692324872176355
15,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33,1991,32.0,1.0,90.0,32.0,1.6875,1.69,4.0,2.3125,64.1,0.4375,0.15625,0.40625,0.3125,31.3,0.3125,0.25,0.03125,0.03125,11.1,1.6875,0.25,0.03125,0.125,0.03125,1.44375,0.31,-0.2125,-0.21,6.8125,16.3125,41.8,28.1875,4.1875,42.0,36.0,6.75,66.2,49.2,14.34375,1.03125,7.2,1.65625,1.66,16.2,0.9201702308888685
16,Jean Butez,fr FRA,GK,Como,it Serie A,29,1995,19.0,0.972972972972973,90.05405405405405,18.5,1.0810810810810811,1.08,3.675675675675676,2.5945945945945947,73.5,0.43243243243243246,0.21621621621621623,0.32432432432432434,0.2702702702702703,27.8,0.10810810810810811,0.10810810810810811,0.0,0.0,0.0,1.0810810810810811,0.10810810810810811,0.0,0.05405405405405406,0.0,1.0864864864864865,0.27,0.005405405405405406,0.0,4.864864864864865,12.702702702702704,38.3,38.32432432432432,4.972972972972973,30.2,32.0,2.324324324324324,48.8,42.7,10.27027027027027,1.1891891891891893,11.6,2.7567567567567566,2.76,18.2,1.226028352278671
17,Marcin Bulka,pl POL,GK,Nice,fr Ligue 1,24,1999,34.0,1.0,90.0,34.0,1.2058823529411764,1.21,4.735294117647059,3.5294117647058822,75.8,0.5,0.2647058823529412,0.23529411764705882,0.23529411764705882,23.5,0.08823529411764706,0.058823529411764705,0.029411764705882353,0.0,33.3,1.2058823529411764,0.058823529411764705,0.0,0.11764705882352941,0.029411764705882353,1.2647058823529411,0.26,0.08823529411764706,0.09,3.2941176470588234,8.0,41.2,27.88235294117647,5.088235294117647,22.8,28.6,4.764705882352941,34.6,32.3,13.823529411764707,1.1470588235294117,8.3,0.9705882352941176,0.97,12.8,0.8756469982284039
18,Elia Caprile,it ITA,GK,Cagliari,it Serie A,22,2001,18.0,1.0,90.0,18.0,1.2222222222222223,1.22,3.6666666666666665,2.4444444444444446,68.2,0.2777777777777778,0.2222222222222222,0.5,0.2777777777777778,27.8,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,1.2222222222222223,0.05555555555555555,0.0,0.2222222222222222,0.0,1.3055555555555556,0.35,0.08333333333333333,0.08,7.333333333333333,18.444444444444443,39.8,30.333333333333332,5.166666666666667,44.1,36.8,8.833333333333334,57.2,45.2,14.777777777777779,1.0,6.8,1.2777777777777777,1.28,15.6,0.7503870510631414
19,Elia Caprile,it ITA,GK,Napoli,it Serie A,22,2001,4.0,0.8333333333333333,90.27777777777777,3.6,0.2777777777777778,0.28,2.2222222222222223,1.9444444444444444,87.5,0.8333333333333333,0.0,0.0,0.8333333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.6111111111111112,0.27,0.3333333333333333,0.32,3.0555555555555554,6.944444444444445,44.0,22.77777777777778,2.5,25.6,31.7,4.166666666666667,26.7,30.7,8.61111111111111,0.8333333333333333,9.7,0.8333333333333333,0.83,13.7,1.226028352278671
20,Dani Cardenas,es ESP,GK,Rayo Vallecano,es La Liga,27,1997,6.0,1.0,90.0,6.0,1.0,1.0,3.3333333333333335,2.3333333333333335,70.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.29,-0.06666666666666667,-0.06,4.333333333333333,17.666666666666668,24.5,22.0,3.5,56.8,44.3,7.666666666666667,67.4,51.9,13.166666666666666,0.3333333333333333,2.5,0.16666666666666666,0.17,10.2,1.0847958815487022
21,Tiago Cardoso,lu LUX,GK,Gladbach,de Bundesliga,18,2006,5.0,0.9523809523809523,90.47619047619047,4.2,0.7142857142857143,0.71,5.476190476190476,4.761904761904762,87.0,0.47619047619047616,0.23809523809523808,0.23809523809523808,0.47619047619047616,50.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.119047619047619,0.2,0.4047619047619047,0.39,5.476190476190476,14.761904761904761,37.1,35.238095238095234,5.238095238095238,27.0,29.2,7.3809523809523805,71.0,48.9,22.857142857142858,3.333333333333333,14.6,0.23809523809523808,0.24,5.6,0.9800026662400692
22,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,32,1992,5.0,0.8695652173913044,90.65217391304348,4.6,1.5217391304347827,1.51,6.086956521739131,4.565217391304349,75.0,0.2173913043478261,0.4347826086956522,0.2173913043478261,0.2173913043478261,25.0,0.0,0.0,0.0,0.0,0.0,1.5217391304347827,0.0,0.0,0.2173913043478261,0.0,1.847826086956522,0.3,0.32608695652173914,0.31,4.782608695652175,13.695652173913045,34.9,21.521739130434785,5.869565217391305,36.4,34.4,8.043478260869566,73.0,48.6,17.39130434782609,0.2173913043478261,1.3,0.2173913043478261,0.22,10.9,0.5537563897512202
23,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,24,2000,34.0,1.0,90.0,34.0,1.0,1.0,3.7941176470588234,2.8529411764705883,75.2,0.5588235294117647,0.20588235294117646,0.23529411764705882,0.38235294117647056,38.2,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,1.061764705882353,0.28,0.12058823529411763,0.12,3.5588235294117645,11.0,32.4,25.823529411764707,5.205882352941177,28.2,32.3,5.911764705882353,62.7,48.2,9.382352941176471,0.6176470588235294,6.6,1.3235294117647058,1.32,14.5,1.2589662239347894
24,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,22,2001,34.0,1.0,90.0,34.0,1.0588235294117647,1.06,3.7058823529411766,2.676470588235294,74.6,0.5,0.2647058823529412,0.23529411764705882,0.3235294117647059,32.4,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,1.0588235294117647,0.11764705882352941,0.0,0.17647058823529413,0.029411764705882353,1.2411764705882353,0.32,0.21176470588235294,0.21,3.2941176470588234,8.470588235294118,38.9,28.470588235294116,4.235294117647059,25.7,29.6,3.2941176470588234,34.8,35.7,10.970588235294118,0.6176470588235294,5.6,0.7058823529411765,0.71,13.9,1.3627074675780513
25,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,34,1990,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5,0.43,-0.5,-0.54,3.0,16.0,18.8,41.0,5.0,31.7,33.9,8.0,37.5,34.4,21.0,2.0,9.5,2.0,2.0,16.3,0.717865187330366
26,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35,1989,27.0,1.0424710424710426,90.15444015444015,25.9,1.6216216216216217,1.62,4.942084942084942,3.281853281853282,70.3,0.23166023166023167,0.3088803088803089,0.5019305019305019,0.11583011583011583,11.1,0.3088803088803089,0.15444015444015444,0.11583011583011583,0.03861003861003861,42.9,1.6216216216216217,0.15444015444015444,0.0,0.15444015444015444,0.07722007722007722,1.7104247104247103,0.3,0.16602316602316602,0.16,4.787644787644788,15.791505791505793,30.3,31.660231660231663,5.482625482625483,39.5,34.5,6.911196911196911,47.5,43.1,15.945945945945947,0.5019305019305019,3.1,0.7722007722007722,0.77,14.5,1.0349857153327797
27,Giuseppe Ciocci,it ITA,GK,Cagliari,it Serie A,22,2002,1.0,0.0,90.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,21.0,0.7503870510631414
28,Diego Conde,es ESP,GK,Villarreal,es La Liga,25,1998,22.0,1.0091743119266054,90.0,21.8,1.5137614678899083,1.51,4.311926605504587,2.8440366972477062,68.1,0.5045871559633027,0.27522935779816515,0.2293577981651376,0.09174311926605504,9.1,0.18348623853211007,0.13761467889908258,0.0,0.04587155963302752,0.0,1.5137614678899083,0.13761467889908258,0.04587155963302752,0.27522935779816515,0.04587155963302752,1.2064220183486238,0.26,-0.26146788990825687,-0.26,2.7981651376146788,7.385321100917431,37.9,24.40366972477064,5.091743119266055,22.7,28.2,4.908256880733945,37.4,36.3,14.81651376146789,0.8256880733944953,5.6,0.7339449541284403,0.73,11.9,0.8805727014656143
29,Gregoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25,1999,2.0,1.0,90.0,2.0,2.5,2.5,6.5,4.5,61.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,1.4,0.22,-0.6,-0.6,3.0,10.0,30.0,30.0,3.5,28.3,31.4,4.0,37.5,36.5,15.0,0.5,3.3,1.5,1.5,18.5,0.9201702308888685
30,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32,1992,30.0,1.0,90.0,30.0,0.9666666666666667,0.97,3.466666666666667,2.533333333333333,75.0,0.6666666666666666,0.2,0.13333333333333333,0.36666666666666664,36.7,0.1,0.1,0.0,0.0,0.0,0.9666666666666667,0.1,0.0,0.2,0.03333333333333333,0.9566666666666667,0.27,0.02333333333333333,0.02,2.066666666666667,7.133333333333334,29.0,29.033333333333335,5.766666666666667,18.5,28.2,4.933333333333334,35.8,39.1,11.666666666666666,0.5333333333333333,4.6,0.4666666666666667,0.47,10.7,1.4777000121684978
31,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26,1998,19.0,1.0,90.0,19.0,1.0,1.0,4.315789473684211,3.4210526315789473,79.3,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.47368421052631576,47.4,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,1.0,0.10526315789473684,0.0,0.15789473684210525,0.10526315789473684,1.2736842105263158,0.29,0.37894736842105264,0.38,6.7894736842105265,17.94736842105263,37.8,32.31578947368421,2.6842105263157894,38.6,34.9,7.631578947368421,71.7,53.2,17.736842105263158,0.47368421052631576,2.7,1.368421052631579,1.37,14.7,0.722473649702316
32,Thomas Dahne,de GER,GK,Holstein Kiel,de Bundesliga,30,1994,9.0,1.0,90.0,9.0,2.111111111111111,2.11,6.111111111111111,4.0,69.1,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,33.3,2.111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0555555555555554,0.3,0.05555555555555555,0.06,5.222222222222222,14.777777777777779,35.3,33.77777777777778,6.111111111111111,25.7,30.3,10.11111111111111,60.4,45.6,19.666666666666668,1.6666666666666667,8.5,0.5555555555555556,0.56,9.3,0.6904930787873617
33,Theo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2.0,1.0,90.0,2.0,1.5,1.5,4.5,2.5,77.8,0.0,0.5,0.5,0.5,50.0,1.0,0.5,0.5,0.0,50.0,1.5,0.5,0.0,0.0,0.0,1.75,0.22,0.25,0.23,4.0,15.5,25.8,23.0,2.5,45.7,40.3,6.0,83.3,55.3,19.0,1.5,7.9,1.5,1.5,13.1,0.641642601649214
34,Remy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4,0.23,-0.6,-0.62,1.0,4.0,25.0,28.0,2.0,14.3,27.5,2.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,7.0,1.3095069212126382
35,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,1.0,90.0,18.0,2.111111111111111,2.11,5.166666666666667,3.0,61.3,0.2777777777777778,0.0,0.7222222222222222,0.16666666666666666,16.7,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,33.3,2.111111111111111,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.0,2.1500000000000004,0.4,0.03888888888888889,0.04,3.111111111111111,8.38888888888889,37.1,22.444444444444443,4.0,28.5,30.9,6.5,30.8,29.6,15.38888888888889,0.6666666666666666,4.3,0.3888888888888889,0.39,11.9,0.6680661464963594
36,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,1.0,90.0,33.0,0.9696969696969697,0.97,3.121212121212121,2.1515151515151514,73.8,0.48484848484848486,0.3939393939393939,0.12121212121212122,0.42424242424242425,42.4,0.15151515151515152,0.15151515151515152,0.0,0.0,0.0,0.9696969696969697,0.15151515151515152,0.0,0.18181818181818182,0.0,0.8515151515151516,0.24,-0.11818181818181818,-0.12,3.878787878787879,10.090909090909092,38.4,25.696969696969695,3.8181818181818183,30.0,31.4,4.424242424242424,54.1,44.0,14.212121212121213,0.8787878787878788,6.2,0.9090909090909091,0.91,13.1,1.345214034135521
37,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,1.0,90.0,4.0,1.5,1.5,3.0,1.5,58.3,0.0,0.5,0.5,0.0,0.0,0.5,0.25,0.0,0.25,0.0,1.5,0.25,0.0,0.0,0.0,1.125,0.29,-0.375,-0.38,3.75,18.0,20.8,28.25,6.25,49.6,40.5,5.0,80.0,53.6,12.75,0.75,5.9,4.0,4.0,25.7,0.9201702308888685
38,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,1.0,90.0,34.0,1.3823529411764706,1.38,5.264705882352941,3.8529411764705883,76.0,0.23529411764705882,0.2647058823529412,0.5,0.20588235294117646,20.6,0.14705882352941177,0.11764705882352941,0.029411764705882353,0.0,20.0,1.3823529411764706,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.0,1.811764705882353,0.33,0.4294117647058823,0.43,4.529411764705882,14.029411764705882,32.3,29.205882352941178,4.5,34.4,33.3,6.470588235294118,61.4,45.0,16.294117647058822,0.9117647058823529,5.6,1.2352941176470589,1.24,14.6,0.7132697086111965
39,Marko Dmitrovic,rs SRB,GK,Leganes,es La Liga,32,1992,32.0,1.0,90.0,32.0,1.53125,1.53,4.6875,3.21875,72.0,0.25,0.34375,0.40625,0.3125,31.3,0.25,0.21875,0.0,0.03125,0.0,1.53125,0.21875,0.03125,0.28125,0.0625,1.56875,0.3,0.1,0.1,6.28125,23.90625,26.3,23.21875,3.5,65.3,47.2,9.46875,92.4,66.2,18.09375,1.53125,8.5,1.65625,1.66,14.5,0.646008287522954
40,Alex Dominguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,1.0,0.0,95.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,40.0,40.0,5.0,25.0,30.0,15.0,100.0,69.3,35.0,0.0,0.0,0.0,0.0,0.0,0.7550813375962908
41,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,24.0,1.0344827586206897,90.12931034482759,23.2,1.0775862068965518,1.08,3.189655172413793,2.1120689655172415,67.6,0.7758620689655172,0.21551724137931036,0.04310344827586207,0.1724137931034483,16.7,0.04310344827586207,0.04310344827586207,0.0,0.0,0.0,1.0775862068965518,0.04310344827586207,0.04310344827586207,0.1724137931034483,0.0,0.9353448275862069,0.29,-0.14224137931034483,-0.14,1.5086206896551724,4.353448275862069,34.7,23.405172413793103,3.8793103448275863,13.6,25.1,3.836206896551724,30.3,28.2,8.577586206896552,0.4310344827586207,5.0,0.8189655172413793,0.82,14.4,1.7162978701990246
42,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21.0,1.0,90.0,21.0,2.1904761904761907,2.19,4.714285714285714,2.4285714285714284,56.6,0.09523809523809523,0.23809523809523808,0.6666666666666666,0.09523809523809523,9.5,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.0,40.0,2.1904761904761907,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.0,2.0142857142857142,0.38,-0.1761904761904762,-0.18,10.380952380952381,23.047619047619047,45.0,32.42857142857143,3.0952380952380953,50.1,37.6,8.428571428571429,80.8,52.6,13.571428571428571,0.5714285714285714,4.2,1.5714285714285714,1.57,15.8,0.778721532101556
43,Martin Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,10.0,1.0,90.0,10.0,1.2,1.2,4.1,2.9,70.7,0.7,0.0,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.1,0.0,1.29,0.32,0.09,0.09,1.8,8.0,22.5,27.3,5.4,15.8,25.2,5.9,62.7,45.4,12.7,1.0,7.9,1.1,1.1,15.3,1.0649086127746374
44,Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,26.0,1.0077519379844961,89.92248062015504,25.8,1.0077519379844961,1.01,3.0232558139534884,2.054263565891473,69.2,0.6201550387596899,0.15503875968992248,0.23255813953488372,0.38759689922480617,38.5,0.07751937984496124,0.07751937984496124,0.0,0.0,0.0,1.0077519379844961,0.07751937984496124,0.0,0.11627906976744186,0.03875968992248062,1.1627906976744187,0.37,0.19379844961240308,0.19,2.7906976744186047,6.395348837209302,43.6,32.7906976744186,4.186046511627906,17.4,27.9,2.9844961240310077,23.4,31.9,8.682170542635658,0.5038759689922481,5.8,1.8992248062015504,1.9,17.5,1.511677798189594
45,Lukasz Fabianski,pl POL,GK,West Ham,eng Premier League,39,1985,14.0,1.0077519379844961,89.92248062015504,12.9,1.627906976744186,1.63,5.503875968992248,3.875968992248062,74.6,0.46511627906976744,0.23255813953488372,0.31007751937984496,0.15503875968992248,15.4,0.23255813953488372,0.23255813953488372,0.0,0.0,0.0,1.627906976744186,0.23255813953488372,0.07751937984496124,0.23255813953488372,0.0,1.751937984496124,0.29,0.12403100775193798,0.12,5.9689922480620154,17.51937984496124,34.1,30.542635658914726,4.263565891472868,41.9,35.5,7.751937984496124,61.0,45.1,17.05426356589147,0.7751937984496123,4.5,0.9302325581395349,0.93,13.1,0.9201702308888685
